product>>brand,product>>categories,product>>currency,product>>date,product>>description,product>>images,product>>name,product>>price,product>>sku,product>>url,product>>variations
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:11:51.554Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW20772_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20772_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20772_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20772_443_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20772_443_DE1?&fmt=jpeg,FLAG GRAPHIC HOODIE,139.5,3074457345624284744,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/flag-graphic-hoodie-ww20772,PEACOAT
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:11:55.299Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW21065_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21065_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21065_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21065_443_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21065_443_DE1?&fmt=jpeg,TOMMY FLAG SWEATSHIRT,179.5,3074457345624284726,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/tommy-flag-sweatshirt-ww21065,PEACOAT
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:11:59.017Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_DE2?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20571_443_DE2?&fmt=jpeg,MIXED MEDIA JACKET,199.5,3074457345624284719,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/mixed-media-jacket-ww20571,PEACOAT
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:12:02.250Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW20773_901_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20773_901_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20773_901_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20773_901_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20773_901_DE1?&fmt=jpeg,COLORBLOCK SWEATSHIRT,99.5,3074457345624284748,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/colorblock-sweatshirt-ww20773,PEACOAT / SNOW WHITE / CRIMSON
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:12:04.860Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW21144_901_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21144_901_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21144_901_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21144_901_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW21144_901_DE1?&fmt=jpeg,COLORBLOCK HOODIE DRESS,159.5,3074457345624284737,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/colorblock-hoodie-dress-ww21144,PEACOAT / SNOW WHITE / CRIMSON
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:12:08.224Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_DE2?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20569_443_DE2?&fmt=jpeg,INTERCHANGEABLE HOOD VEST,275,3074457345624284728,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/interchangeable-hood-vest-ww20569,PEACOAT MULTI
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:12:10.853Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_DE2?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20802_443_DE2?&fmt=jpeg,FLAG SUPER PUFFER,325,3074457345624284720,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/flag-super-puffer-ww20802,PEACOAT MULTI
Tommy Hilfiger,WOMEN|NEW ARRIVALS,USD,2018-01-18T00:12:13.959Z,<%ssdes%>,http://shoptommy.scene7.com/is/image/ShopTommy/WW20786_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20786_443_DE1?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20786_443_FNT?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20786_443_BCK?&fmt=jpeg|http://shoptommy.scene7.com/is/image/ShopTommy/WW20786_443_DE1?&fmt=jpeg,SLIM ZIP SWEATER,139.5,3074457345624284746,http://usa.tommy.com/en/women/NEWARRIVALS-WOMEN/slim-zip-sweater-ww20786,PEACOAT
