product>>brand,product>>category,product>>date,product>>description,product>>images,product>>name,product>>price,product>>sku,product>>url,product>>variations
Pawslife,More|Pet Care|Cat,2018-11-21T00:05:04.905Z,The Deluxe Window Cat Perch from Pawslife provides a comfortable and large surface for your cat to rest while enjoying the view or laying in the sun. Keeps cat off your precious furniture. Secures easily to your windowsill.,https://b3h2.scene7.com/is/image/BedBathandBeyond/48252942840480p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/48252942840480p?scl=1,Pawslife&trade; Deluxe Window Cat Perch,24.99,1042840480,https://www.bedbathandbeyond.com/store/product/pawslife-trade-deluxe-window-cat-perch/1042840480?categoryId=15703,BLACK/SILVER
Patchwork Pet,More|Pet Care|Cat,2018-11-21T00:05:07.526Z,"Give your cat hours of fun play and exercise with the Patchwork Pet Sushi Themed Cat Toys. Small and colorful, these delicious looking toys will give your kitty the feeling of hunting in the wild, while they chase and stalk toy balls and cat nip.",https://b3h2.scene7.com/is/image/BedBathandBeyond/189237465376652p?scl=1,Patchwork Pet 9-Piece Sushi Themed Cat Toys,9.99,5196161,https://www.bedbathandbeyond.com/store/product/patchwork-pet-9-piece-sushi-themed-cat-toys/5196161?categoryId=15703,ASSORTED
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:09.634Z,"This Multipet Sock Pals Rabbit Catnip-Filled Cat Toy will keep your kitty amused for hours. The fun animal shape is stuffed with catnip to encourage your pet&#39;s instinctual behavior. Perfect size to hug, bat and wrestle with.",https://b3h2.scene7.com/is/image/BedBathandBeyond/80251446247735p?scl=1,Multipet&trade; Sock Pals Rabbit Catnip Cat Toy in Brown/Cream,3.99,1046247735,https://www.bedbathandbeyond.com/store/product/multipet-trade-sock-pals-rabbit-catnip-cat-toy-in-brown-cream/1046247735?categoryId=15703,BROWN/CREAM
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:11.772Z,"Create a convenient space for your cat to lounge, sun, and watch the birds with the Kitty Sill Double Stack EZ Window Mount. Its two-tiered design creates a dual play/sleep area and folds up easy so you can operate your window normally.",https://b3h2.scene7.com/is/image/BedBathandBeyond/65556344691660p?scl=1,Kitty Sill Double Stack EZ Window Mount&trade; in Grey/Black,39.99,1044691660,https://www.bedbathandbeyond.com/store/product/kitty-sill-double-stack-ez-window-mount-trade-in-grey-black/1044691660?categoryId=15703,GRAY/BLACK
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:13.992Z,"The entertaining OurPets Twice the Mice gives your cat double the fun. Your cat will love engaging in a playfully realistic hunting experience while being mentally and physically stimulated. These toys mimic real-life mice in look, texture, and sound.",https://b3h2.scene7.com/is/image/BedBathandBeyond/92585047165311p?scl=1,OurPets&reg; Twice the Mice&trade; Cat Toy,7.99,1047165311,https://www.bedbathandbeyond.com/store/product/ourpets-reg-twice-the-mice-trade-cat-toy/1047165311?categoryId=15703,MULTI
PetFusion,More|Pet Care|Cat,2018-11-21T00:05:16.104Z,"Give your cat the perfect place to play and relax with the Ultimate Cat Scratcher Lounge from PetFusion. Made from corrugated cardboard, the curved modern design encourages your cat to scratch, stretch and rest, keeping them away from your furniture.","https://b3h2.scene7.com/is/image/BedBathandBeyond/132697162216623p__1,132697162216623p__3,132697162216623p__4,132697162216623p__2?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/132697162216623p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/132696962221870p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/132697062216630p?scl=1",PetFusion&trade; Ultimate Cat Scratcher Lounge,49.99,3333701,https://www.bedbathandbeyond.com/store/product/petfusion-trade-ultimate-cat-scratcher-lounge/3333701?categoryId=15703,GRAY|WHITE|BROWN
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:18.340Z,"Feed your cat with the durable, color-popping Silly Kitty Pet Saucer. The 2.5-ounce saucer is the perfect size for smaller cats to enjoy their food or water. There is even an adorable cat cartoon awaiting at the bottom of the bowl.",https://b3h2.scene7.com/is/image/BedBathandBeyond/90083546719324p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/90083346719348p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/90083446719331p?scl=1,Silly Kitty Pet Saucer,6.99,3296775,https://www.bedbathandbeyond.com/store/product/silly-kitty-pet-saucer/3296775?categoryId=15703,PINK|YELLOW|LIME GREEN
Blue Buffalo,More|Pet Care|Cat|Blue Buffalo Wilderness® 2 oz. Cat Treats,2018-11-21T00:05:20.600Z,"Your favorite feline is certain to be pleased with the Blue Buffalo Kitty Cravings Crunchy Shrimp 2 oz. Cat Treats. These crunchy treats are made with real, protein-packed shrimp, and their low calorie count makes them a truly guilt-free snack.",https://b3h2.scene7.com/is/image/BedBathandBeyond/199981265588635p?scl=1,Blue Buffalo Wilderness&reg; 2 oz. Cat Treats,1.99,5209221,https://www.bedbathandbeyond.com/store/product/blue-buffalo-kitty-cravings-crunchy-shrimp-2-oz-cat-treats/5209221?categoryId=15703,NO COLOR
The Refinedkind,More|Pet Care|Pet Beds,2018-11-21T00:05:23.107Z,"Let your cat lounge in style nestled inside this Kitty Ball Bed. The unique design of this cat bed allows your feline friend to get cozy in a large comfortable bed that is elevated off the ground, yet easy to reach.",https://b3h2.scene7.com/is/image/BedBathandBeyond/19359318776650p?scl=1,The Refined Feline&#153; Kitty Ball Cat Bed&#153;,86.99,1018776650,https://www.bedbathandbeyond.com/store/product/the-refined-feline-153-kitty-ball-cat-bed-153/1018776650?categoryId=15703,ESPRESSO
FroliCat,More|Pet Care|Cat,2018-11-21T00:05:25.594Z,Engage your cat in healthy play with the FroliCat Zip Laser Toy. This interactive laser spins and whirls on the ground keeping your cat stimulated and moving and shuts off automatically after 10 minutes to save battery life.,"https://b3h2.scene7.com/is/image/BedBathandBeyond/126115661780682p__3,126115661780682p__2,126115661780682p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/126115661780682p?scl=1",FroliCat&reg; Zip Laser Toy,19.99,1061780682,https://www.bedbathandbeyond.com/store/product/frolicat-reg-zip-laser-toy/1061780682?categoryId=15703,WHITE
SmartCat,More|Pet Care|Cat,2018-11-21T00:05:28.164Z,"Help your cat do what comes naturally with this Cat Grass Garden. This kit helps promote a healthy digestive system by giving them access to organic oats, wheat, rye, and barley, all planted in a beautiful wood container.",https://b3h2.scene7.com/is/image/BedBathandBeyond/210410166060468p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/210410166060468p?scl=1,Cat Grass Garden,9.99,5233396,https://www.bedbathandbeyond.com/store/product/cat-grass-garden/5233396?categoryId=15703,NO COLOR
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:30.255Z,Stimulate your cats hunting instincts with Our Pet&#39;s&trade; Catty Whack Cat Toy. Allow them to chase a feather wand as it mimics the movement of prey in the wild. The toy features RealMouse sounds to make your cat believe that they&#39;re hunting real prey.,https://b3h2.scene7.com/is/image/BedBathandBeyond/92586047165410p?scl=1,Our Pet&#39;s&trade; Catty Whack Cat Toy,34.99,1047165410,https://www.bedbathandbeyond.com/store/product/our-pet-39-s-trade-catty-whack-cat-toy/1047165410?categoryId=15703,MULTI
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:32.464Z,"Give your cat a new place to relax with the K&amp;H EZ Mount Window Bed. Attaches to virtually any window to give your cat a warm, comfortable place to rest and look out the window. Includes the Amazin&#39; Kitty Pad&trade; for additional comfort.",https://b3h2.scene7.com/is/image/BedBathandBeyond/90081446690050p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/90081546690036p?scl=1,K&H&reg; EZ Mount Window Bed&trade;,34.99,3296738,https://www.bedbathandbeyond.com/store/product/k-h-reg-ez-mount-window-bed-trade/3296738?categoryId=15703,TAN|GREEN
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:34.599Z,"Give your cat a stylish place to rest and relax with the Kitty Kasa Cat Bed Cube. This private hideaway features a modern, easy snap-together design and a colorful pillow bed. Waterproof for indoor or out use.","https://b3h2.scene7.com/is/image/BedBathandBeyond/150304963103748p__2,150304963103748p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/150304963103748p?scl=1",Kitty Kasa Cat Bed Cube in White,39.99,1063103748,https://www.bedbathandbeyond.com/store/product/kitty-kasa-cat-bed-cube-in-white/1063103748?categoryId=15703,WHITE
Trixie Pet Products,More|Pet Care|Cat,2018-11-21T00:05:36.691Z,"Perfect for relaxing and playing, the Trixie Pet Products Miguel Fold-and-Store Cat Tower combines an ultra-soft, plush condo with durable sisal scratching pads. This unique style folds flat for easy storage, making it perfect for smaller spaces.",https://b3h2.scene7.com/is/image/BedBathandBeyond/52786143506149p?scl=1,Trixie Pet Products Miguel Fold-and-Store Cat Tower,37.99,1043506149,https://www.bedbathandbeyond.com/store/product/trixie-pet-products-miguel-fold-and-store-cat-tower/1043506149?categoryId=15703,CHOCOLATE
Trixie Pet Products,More|Pet Care|Cat,2018-11-21T00:05:39.190Z,"Channel your cat&#39;s natural curiosity into a fun and interactive learning experience. Perfect for cats of all ages, the Trixie 5-in-1 Activity Center features five different games that stimulate and challenge all of your cat&#39;s senses in different ways.","https://b3h2.scene7.com/is/image/BedBathandBeyond/48257543087105p__1,48257543087105p__2?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/48257543087105p?scl=1",Trixie 5-in-1 Cat Activity Center,29.99,1043087105,https://www.bedbathandbeyond.com/store/product/trixie-5-in-1-cat-activity-center/1043087105?categoryId=15703,WHITE
Carlson,More|Pet Care|Dog,2018-11-21T00:05:41.330Z,"Purchase a gate that will secure your lovely pup, but won&#39;t create holes in your walls. The Carlson Pet Gate is made of an all-steel construction, so your dog can&#39;t chew through but is designed allow them to pass through the gate with ease.",https://b3h2.scene7.com/is/image/BedBathandBeyond/92591547202313p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/92591447202306p?scl=1,Carlson Pet Gate White,49.99,3300189,https://www.bedbathandbeyond.com/store/product/carlson-pet-gate-white/3300189?categoryId=15703,
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:43.394Z,"Keep your pet hydrated and healthy with the Catit Fresh and Clear Fountain. Producing fresh filtered water throughout the day, this fountain will attract your pet to want to drink, and improve their health and well-being.","https://b3h2.scene7.com/is/image/BedBathandBeyond/150267963088267p__1,150267963088267p__2?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/150267963088267p?scl=1",Catit Fresh and Clear Fountain in White,29.99,1063088267,https://www.bedbathandbeyond.com/store/product/catit-fresh-and-clear-fountain-in-white/1063088267?categoryId=15703,WHITE
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:45.548Z,"Keep your cat active and entertained with the Automatic Ball of Yarn Cat Toy. Simply press the button and the ball will start rolling around on its own, the string and bell will be pulled behind it, encouraging your cat to chase and pounce.",https://b3h2.scene7.com/is/image/BedBathandBeyond/209079365691168p?scl=1,Premier Pet&trade; Automatic Ball of Yarn in White,14.99,5214928,https://www.bedbathandbeyond.com/store/product/premier-pet-trade-automatic-ball-of-yarn-in-white/5214928?categoryId=15703,WHITE
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:47.737Z,"Let your cat have some fun and give it the Premier Pet Fox Den Automatic Cat Toy. With easy on/off features and automatic shut off, your cat will be playing with this all day.","https://b3h2.scene7.com/is/image/BedBathandBeyond/90109246798817p__2,90109246798817p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/90109246798817p?scl=1",Premier Pet Fox Den Automatic Cat Toy,19.99,1046798817,https://www.bedbathandbeyond.com/store/product/premier-pet-fox-den-automatic-cat-toy/1046798817?categoryId=15703,WHITE
BedBathAndBeyond,More|Pet Care|Presents for Your Pet,2018-11-21T00:05:49.891Z,"Keep your cat cozy and warm even on the coldest days with this Extreme Weather Kitty Pad in Grey. Made from rugged ABS plastic for durability, this Kitty Pad has an internal thermostat to maintain the ideal warm temperature for your cat.",https://b3h2.scene7.com/is/image/BedBathandBeyond/67373444750015p?scl=1,Extreme Weather Kitty Pad in Grey,69.99,1044750015,https://www.bedbathandbeyond.com/store/product/extreme-weather-kitty-pad-in-grey/1044750015?categoryId=15703,GRAY
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:52.076Z,"The 8-piece Catit Design Senses Super Roller Circuit features alternating high and low sections and a motion-activated, illuminated ball that zips around enticing your cat to chase it.",https://b3h2.scene7.com/is/image/BedBathandBeyond/29498741466902p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/29498741466902p?scl=1,Catit Design Senses Super Roller Circuit,15.99,1041466902,https://www.bedbathandbeyond.com/store/product/catit-design-senses-super-roller-circuit/1041466902?categoryId=15703,MULTI
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:54.120Z,"Whether your cat decides to roll the ball or attempts to get the squeaky, glowing toy out, it will have hours of endless fun with the OurPets Twinkle Mini BOF Light-Up Ball Cat Toy. The sound and light from the toy is something your pet cannot resist.",https://b3h2.scene7.com/is/image/BedBathandBeyond/92584747165281p?scl=1,OurPets&reg; Twinkle Mini BOF Light-Up Ball Cat Toy,7.99,1047165281,https://www.bedbathandbeyond.com/store/product/ourpets-reg-twinkle-mini-bof-light-up-ball-cat-toy/1047165281?categoryId=15703,MULTI
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:05:56.227Z,"Keep you cat entertained with the 11-Piece Cat Toy Gift Pack. Featuring fun and interactive toys, including plastic balls, catnip toys, yarn balls and more, your cat will never be bored while chasing and running around the room with delight.",https://b3h2.scene7.com/is/image/BedBathandBeyond/202679765477533p?scl=1,Dog/CatLife 11-Piece Cat Toy Gift Pack,19.99,5202649,https://www.bedbathandbeyond.com/store/product/dog-catlife-11-piece-cat-toy-gift-pack/5202649?categoryId=15703,GREEN
Pet Rageous,More|Pet Care|Cat,2018-11-21T00:05:58.412Z,PetRageous&reg; Here Kitty Stoneware Pet Bowl is hand-crafted from stoneware using high quality ceramic. Hand painted and oven-fired to resist fading and chipping.,https://b3h2.scene7.com/is/image/BedBathandBeyond/18590518642670p?scl=1,PetRageous&reg; Here Kitty Stoneware Pet Bowl,5.99,1018642670,https://www.bedbathandbeyond.com/store/product/petrageous-reg-here-kitty-stoneware-pet-bowl/1018642670?categoryId=15703,PINK/WHITE
K&H,More|Pet Care|Cat,2018-11-21T00:06:00.801Z,"Give your pet cat a stylish, unique and cozy haven where he or she can enjoy their privacy with the Mod Dream Pod. Two-piece design easily zips together and features a rugged exterior, soft Lycra&reg; interior and a large opening for easy entry and exit.",https://b3h2.scene7.com/is/image/BedBathandBeyond/48764343086351p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/48764143086375p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/48764243086368p?scl=1,K&H Mod Dream Pod&trade;,47.99,3258110,https://www.bedbathandbeyond.com/store/product/k-h-mod-dream-pod-trade/3258110?categoryId=15703,GREEN/BLACK|BLACK/TAN|BLACK/GREY
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:03.190Z,Show how much you love and appreciate your favorite feline when you feed them the delicious Friskies Party Mix Original Crunch Cat Treats. Reward your kitty when she is on her best behavior by providing her with one or two of new favorite cat treats.,https://b3h2.scene7.com/is/image/BedBathandBeyond/96853247388499p?scl=1,"Friskies&reg; Party Mix&trade; Crunch Original 2.1 oz. Chicken, Liver & Turkey Flavor Cat Treats",1.99,1047388499,https://www.bedbathandbeyond.com/store/product/friskies-reg-party-mix-trade-crunch-original-2-1-oz-chicken-liver-turkey-flavor-cat-treats/1047388499?categoryId=15703,MULTI
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:05.277Z,"Boost your cat&#39;s fun and fur grooming with the Turbo Arch, a pet-tastic attachment for the Turbo Charger or Star Chaser. Your feline will auto-groom against the arch after giving the dangling toy the full-on attack treatment it deserves.",https://b3h2.scene7.com/is/image/BedBathandBeyond/32482442076551p?scl=1,Turbo Grooming Arch and Cat Toy,10.99,1042076551,https://www.bedbathandbeyond.com/store/product/turbo-grooming-arch-and-cat-toy/1042076551?categoryId=15703,TEAL
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:07.784Z,"The OurPets&reg; Batting Practice Door Hanger allows your cat to play solo while engaging in healthy physical activity. Once suspended from the top of a door, your cat will love chasing the mouse as it squeaks and swings through the air for amusement.",https://b3h2.scene7.com/is/image/BedBathandBeyond/92584947165304p?scl=1,OurPets&reg; Batting Practice&trade; Door Hanger,6.99,1047165304,https://www.bedbathandbeyond.com/store/product/ourpets-reg-batting-practice-trade-door-hanger/1047165304?categoryId=15703,MULTI
Best Friends by Sheri,More|Pet Care|Cat,2018-11-21T00:06:09.812Z,"Give your pet a cozy place to call home. Perfect for your furry friend and convenient for you, the Best Friends by Sheri Igloo Pet Bed is designed to be a comfortable, private hideaway that is both lightweight and easily portable.","https://b3h2.scene7.com/is/image/BedBathandBeyond/17250833318390m__3,17250833318390m__2,17250833318390m__1,17250833318390m__4?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/114126361059344p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/172508561059337p?scl=1",Best Friends by Sheri Pet Igloo,28.99,3318390,https://www.bedbathandbeyond.com/store/product/best-friends-by-sheri-pet-igloo/3318390?categoryId=15703,TEAL|GREY
K&H,More|Pet Care|Cat,2018-11-21T00:06:12.021Z,Give your cat a new place to rest with the K&H EZ Mount Window Pod. This pod attaches to virtually any window to give your cat a warm and comfortable place to sit while bird and people watching. Includes the Amazin&#39; Kitty Pad&trade; for extra comfort.,https://b3h2.scene7.com/is/image/BedBathandBeyond/90081146690012p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/90081246689986p?scl=1,K&H&reg; EZ Mount Window Pod&trade; in Tan,49.99,3296735,https://www.bedbathandbeyond.com/store/product/k-h-reg-ez-mount-window-pod-trade-in-tan/3296735?categoryId=15703,TAN|GREEN
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:14.235Z,"Catit Design Senses Speed Circuit takes cat playtime to a whole new level with ramps for ball acceleration, elevated tracks, and a motion-activated ball that lights up.","https://b3h2.scene7.com/is/image/BedBathandBeyond/29498641466896p__2,29498641466896p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/29498641466896p?scl=1",Catit Design Senses Speed Circuit,12.99,1041466896,https://www.bedbathandbeyond.com/store/product/catit-design-senses-speed-circuit/1041466896?categoryId=15703,MULTI
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:16.359Z,"Your kitty will fall in love with the OurPets Whirling Wiggler Spinner Cat Toy. Featuring realistic flying action and vibration action mimicking real outdoor butterflies, your cat can bring the outside inside, pouncing and playing all around.",https://b3h2.scene7.com/is/image/BedBathandBeyond/92586347165441p?scl=1,OurPets&reg; Whirling Wiggler Spinner Cat Toy,12.99,1047165441,https://www.bedbathandbeyond.com/store/product/ourpets-reg-whirling-wiggler-spinner-cat-toy/1047165441?categoryId=15703,MULTI
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:18.440Z,"The Premier Pet Multi Laser Toy is an enticing, automatic toy featuring two Lasers for cats to chase. Its great for one cat or a few, and the easy on/off feature and automatic shut off make it the perfect toy for pet parents who are on the go!","https://b3h2.scene7.com/is/image/BedBathandBeyond/200866046798800p__2,200866046798800p__1?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/200866046798800p?scl=1",Premier Pet Multi Laser Automatic Cat Toy,19.99,1046798800,https://www.bedbathandbeyond.com/store/product/premier-pet-multi-laser-automatic-cat-toy/1046798800?categoryId=15703,WHITE
PETMAKER,More|Pet Care|Cat,2018-11-21T00:06:20.526Z,"Your cat will love to hide and sleep in the PETMAKER Teepee Cat Bed. The soft Sherpa interior and memory foam bed is perfect for snuggling and relaxing, and the removable teepee top has a dangling pompom and bell for fun play while lounging.","https://b3h2.scene7.com/is/image/BedBathandBeyond/131426862017732p__4,131426862017732p__3,131426862017732p__1,131426862017732p__2?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/131426862017732p?scl=1",PETMAKER Cat Pet Bed with Removable Teepee Top in Tan,25.99,1062017732,https://www.bedbathandbeyond.com/store/product/petmaker-cat-pet-bed-with-removable-teepee-top-in-tan/1062017732?categoryId=15703,TAN
Pet Rageous,More|Pet Care|Cat,2018-11-21T00:06:22.626Z,The Petrageous &#39;One Spoiled Cat&#39; Tapestry Placemat keeps your pet&#39;s eating area (and your floors!) clean. Stays in place with its non-skid 100% rubber backing. This placemat is durable and machine washable.,https://b3h2.scene7.com/is/image/BedBathandBeyond/48255543067855p?scl=1,Petrageous&reg; &#39;One Spoiled Cat&#39; Tapestry Placemat,6.99,1043067855,https://www.bedbathandbeyond.com/store/product/petrageous-reg-39-one-spoiled-cat-39-tapestry-placemat/1043067855?categoryId=15703,MULTI
SmartCat,More|Pet Care|Cat,2018-11-21T00:06:24.685Z,"Help protect your furniture and rugs by letting your cat use the SmartCat Bootsie&#39;s Combination Scratcher. Made from sisal, this post dulls your cat&#39;s claws. Lean against any surface and watch your cat get enthralled by the catnip odor.",https://b3h2.scene7.com/is/image/BedBathandBeyond/210410366060314p?scl=1,SmartCat Bootsie&#39;s Combination Scratcher,24.99,5233397,https://www.bedbathandbeyond.com/store/product/smartcat-bootsie-39-s-combination-scratcher/5233397?categoryId=15703,NO COLOR
NCAA,More|Pet Care|Dog,2018-11-21T00:06:26.859Z,"Give man&#39;s best friend a comfy place to watch the game with the plush Collegiate Pillow Pet Bed. Featuring team name and logo embroidery with stitched football design at the center, it features a contrasting trim, poly fill and interior fleece for warmth.",https://b3h2.scene7.com/is/image/BedBathandBeyond/130042762107266p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130044362107105p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130045062107037p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130043762107167p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130042662107273p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130042562107280p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130042362107303p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130043562107181p?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/130043162107228p?scl=1,Collegiate Pillow Pet Bed Collection,29.99,238517,https://www.bedbathandbeyond.com/store/product/collegiate-pillow-pet-bed-collection/238517?categoryId=15703,TEAM COLOR
BedBathAndBeyond,More|Pet Care|Cat,2018-11-21T00:06:29.271Z,"Keep your pet hydrated and healthy with the Catit Flower Mini Fountain. Producing fresh filtered water throughout the day, this fountain will attract your pet to want to drink, and improve their health and well-being.","https://b3h2.scene7.com/is/image/BedBathandBeyond/152302263088250p__3,152302263088250p__1,152302263088250p__2?scl=1|https://b3h2.scene7.com/is/image/BedBathandBeyond/152302263088250p?scl=1",Catit Flower Mini Fountain in White,23.99,1063088250,https://www.bedbathandbeyond.com/store/product/catit-flower-mini-fountain-in-white/1063088250?categoryId=15703,WHITE
