product>>availability,product>>brand,product>>category,product>>currency,product>>description,product>>image,product>>name,product>>price,product>>rating,product>>reviews,product>>seller_name,product>>sku,product>>url
true,,Toys & Games > Baby & Toddler Toys > Early Development & Activity Toys > Sorting & Stacking Toys,$,,https://m.media-amazon.com/images/I/71AQF+jAL3L._AC_SY300_SX300_.jpg,"Sassy Stacks of Circles Stacking Ring STEM Learning Toy, Age 6+ Months, Multi, 9 Piece Set",8.98,4.8,57973,Amazon.com,B07NXDJ52C,https://www.amazon.com/dp/B07NXDJ52C?th=1
