item>>01 ASIN,item>>02 Parent ASIN,item>>03 Title,item>>04 Brand,item>>05 Seller,item>>06 Fulfilled by Amazon,item>>07 Sales Rank 1,item>>08 Sales Rank 1 Category,item>>09 Sales Rank 2,item>>10 Sales Rank 2 Category,item>>11 Sales Rank 3,item>>12 Sales Rank 3 Category,item>>13 Categories,item>>14 URL,item>>15 Color,item>>16 Size,item>>19 Price,item>>20 Availability,item>>21 Images
B07M87KMQ9,B07JGZW581,FITTOO Mallas Pantalones Deportivos Leggings Mujer Yoga de Alta Cintura Elásticos y Transpirables para Yoga Running Fitness con Gran Elásticos1090,FITTOO,Your Home Security,yes,7,Ropa,1,Leggings y medias deportivas para mujer,,,Ropa|Mujer|Ropa deportiva|Leggings y medias deportivas,https://www.amazon.es/dp/B07M87KMQ9?psc=1,#1 Amarillo,S,18.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/61CQKrm3CQL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71AEythh2HL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71GZ4TIzV4L._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71IKGrCsFsL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/51ZX%2Brxu4cL._AC_.jpg
B019ESAEP4,B07798LVZJ,YIANNA Mujer Fajas Reductoras Corsé Waist Trainer Corset Reductor Adelgazante Bustiers de Cinturón Formación,YIANNA,YIANNA Direct,yes,11,Ropa,1,Corsés para mujer,,,Ropa|Mujer|Lencería y ropa interior|Lencería moldeadora|Corsés,https://www.amazon.es/dp/B019ESAEP4?psc=1,Black (25 Steel Bones),XS:para cintura 56-61cm,24.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/71VWuVLvNgL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/71lRfVBhLoL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/81LGeQ8hIDL._AC_UL1350_.jpg|https://images-na.ssl-images-amazon.com/images/I/71c-lgVntHL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81gzB3nrqeL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81lMtZaxPWL._AC_UL1500_.jpg
B07YYYTTH5,B07X417V2D,Tops Yoga Camiseta Deportiva Sin Costura Mangas Larga Fitness Mujer Gimnasio,FITTOO,Your Home Security,yes,13,Ropa,1,Camisetas de fitness para mujer,1,Pantalones deportivos para mujer (Ropa,Ropa|Mujer|Ropa deportiva|Leggings y medias deportivas,https://www.amazon.es/dp/B07YYYTTH5?psc=1,#1 Pant Azul,S,18.99,Sólo queda(n) 2 en stock.,https://images-na.ssl-images-amazon.com/images/I/71B0GrsMw2L._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71d4ul-OqhL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/8138b7cJoeL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71EaSOO3-AL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71K-M6xbXbL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81-7RzWGRYL._AC_UL1500_.jpg
B018KIHVWI,B01LZ3ZHHU,"Puma Sport Cush Crew 6P, Calcetines Unisex, Paquete de 6",Puma,Amazon,no,16,Ropa,1,Calcetines de deporte para mujer,1,Calcetines de deporte para hombre,Ropa|Hombre|Ropa deportiva|Calcetines de deporte,https://www.amazon.es/dp/B018KIHVWI?psc=1,Black,35-38,12.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/81aPnULEYRL._AC_UL1500_.jpg
B07HZ2Z8K1,B0833K4CF9,Amazon Essentials 6-Pack Cotton Bikini Underwear Mujer,Amazon Essentials,Amazon,no,20,Ropa,1,Tangas para mujer,,,Ropa|Mujer|Lencería y ropa interior|Braguitas y culottes|Tangas,https://www.amazon.es/dp/B07HZ2Z8K1?psc=1,Flores Silvestres (Wildflowers),US XS (EU XS - S),16.49,En stock.,https://images-na.ssl-images-amazon.com/images/I/81H7aw0M3SL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81WyUe4a0sL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81k2RQo2E%2BL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81Tay-ZPuVL._AC_UL1500_.jpg
B008LVMF76,,"Chicco Mammy Braguitas premamá, (Blanco 00001138100000), One Size (Tamaño del fabricante:Única) (Pack de 4) Mujer",Chicco,Amazon,no,25,Ropa,1,Braguitas para premamá,,,Ropa|Mujer|Ropa premamá|Lencería y ropa interior|Braguitas,https://www.amazon.es/dp/B008LVMF76?psc=1,,,8.25,En stock.,https://images-na.ssl-images-amazon.com/images/I/81MMn0na6oL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/615amokTefL._AC_UL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/710vlLO3okL._AC_UL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/61mh%2B0LIr7L._AC_UL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/61o3RgQdHhL._AC_UL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/31yczjc5teL._AC_.jpg
B00D1SUZHQ,,"Jané 040408C01 - 5 Culottes Lavables, Talla Única, Tejido Elástico, Ideal Postparto, Hipoalergénicos",Jané,Amazon,no,26,Ropa,2,Braguitas para premamá,,,Ropa|Mujer|Ropa premamá|Lencería y ropa interior|Braguitas,https://www.amazon.es/dp/B00D1SUZHQ?psc=1,,,6.3,En stock.,https://images-na.ssl-images-amazon.com/images/I/81J5CuTPrvL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71UA8gCYkQL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/716FAuv7gwL._AC_SL1500_.jpg
B01M310JAZ,B01E9ZB9CE,Ambielly calcetines de algodón calcetines térmicos Adulto Unisex Calcetines,Ambielly,Amkmax,yes,29,Ropa,2,Calcetines para mujer,,,Ropa|Mujer|Calcetines y medias|Calcetines,https://www.amazon.es/dp/B01M310JAZ?psc=1,4 Calcetines de Navidad,,9.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/71tLvc-VFQL._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/81nc2jlQLJL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71ceLvFNeDL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/710pKjrZGeL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71cSU74GBuL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71y-tVIknVL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81okPMjGKmL._AC_UL1500_.jpg
B073D5WF47,B073D9VMTQ,"Puma Quarter Plain, Calcetín Unisex Adulto, (Pack de 3)",Puma,,no,33,Ropa,1,Calcetines cortos para hombre,1,Calcetines cortos para mujer,Ropa|Mujer|Calcetines y medias|Calcetines|Calcetines cortos,https://www.amazon.es/dp/B073D5WF47?psc=1,Azul (Denim Blue),35-38,,Disponible a través de estos vendedores.,https://images-na.ssl-images-amazon.com/images/I/91zhOl4IRZL._AC_UL1500_.jpg
B07NH171C6,B0812N24B3,"Marca Amazon - Iris & Lilly Waist Slip Mujer, Pack de 5",Iris & Lilly,Amazon,no,39,Ropa,1,Bikinis y Braguitas para mujer,1,Culottes y Shorts para mujer,Ropa|Mujer|Lencería y ropa interior|Braguitas y culottes|Bikinis y Braguitas,https://www.amazon.es/dp/B07NH171C6?psc=1,Blanco (White),3XL,16,En stock.,https://images-na.ssl-images-amazon.com/images/I/81XAAgA9LoL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/91Zvy2jd6pL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81sy2mQmQFL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81KVbSvsiCL._AC_UL1500_.jpg
B00J1K1C84,B0120RK2O4,Deresina Gorro Unisex de Bambú para quimio y oncológicos - Gorro de Dormir,Deresina Headwear,Deresina Headwear,yes,40,Ropa,1,Chapelas para mujer,,,Ropa|Mujer|Accesorios|Sombreros y gorras|Chapelas,https://www.amazon.es/dp/B00J1K1C84?psc=1,Azul (Sky Blue),,8.49,En stock.,https://images-na.ssl-images-amazon.com/images/I/71V-j9uKgPL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/817b6Xr6HWL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71WiNxb0nfL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71nZLobI4cL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/91mvitwjzzL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/611acT-QwDL._AC_UL1500_.jpg
B07SDB3YF7,B07TGJ23RM,"URAQT Diademas para Mujer, Diadema para el Cabello Nudo, Cabeza De Punto Cintas Para La Cabeza Anudadas Nudo Cruzado Bandas para El Pelo, Diademas para Turbante Para El Maquillaje Banda Para Cabello",URAQT,Petit Wudong,yes,261,Belleza,1,Diademas,,,Belleza|Cuidado del cabello|Accesorios de peinado|Diademas,https://www.amazon.es/dp/B07SDB3YF7?psc=1,#2,,8.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/71133J1KQML._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/716ayOKlT2L._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/61aIkgX60OL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/614SzoHVjkL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/610B9AOy4uL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/616TR0hUqOL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61IeLh-vVSL._AC_SL1022_.jpg
B081NB4Z31,B082M4TH41,Rovtop 3 PCS Sujetador de Lactancia para Mujer de Sujetador de Maternidad sin Costuras Hebilla Acolchada y Extendida,Rovtop,Zeweierweb,yes,46,Ropa,1,Sujetadores para premamá y de lactancia,,,Ropa|Mujer|Ropa premamá|Lencería y ropa interior|Sujetadores premamá y de lactancia,https://www.amazon.es/dp/B081NB4Z31?psc=1,,M,19.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/71Ts3Vvc6fL._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/71xukXVMaNL._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/71xaSJE1YoL._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/616OxNKIEfL._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/612vY0UWUNL._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61Z9uZdm55L._AC_UL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61xtZq3X6RL._AC_UL1000_.jpg
B081DKR2QV,B081CYZYZ2,Hawiton Pantalon Chandal Mujer Largos Pantalones de Deporte Yoga Fitness Jogger Pantalones de Punto de Rayas,Hawiton,Aibrou Direct,yes,49,Ropa,2,Pantalones deportivos para mujer (Ropa,1,Pantalones de fitness para mujer,Ropa|Mujer|Ropa deportiva|Pantalones deportivos,https://www.amazon.es/dp/B081DKR2QV?psc=1,1#azul,S,18.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/61GJHjC1aKL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61jPBD%2BXEtL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61zbI1RQHQL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61vc57oJnQL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/712tHHl1NzL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71QjYt7Fn8L._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61bJ8yj2pGL._AC_UL1500_.jpg
B07MZ9BR5H,B07H87T5SV,Deresina W Gorrito detejido de bambú para quimio,Deresina Headwear,Deresina Headwear,yes,53,Ropa,1,Pañuelos para la cabeza para mujer,1,Gorros de punto para mujer,Ropa|Mujer|Accesorios|Sombreros y gorras|Gorros de punto,https://www.amazon.es/dp/B07MZ9BR5H?psc=1,Beige,,10.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/811SaGAidKL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81qrP057WBL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81jWeTNVLxL._AC_UL1500_.jpg
B01MY18U21,B07PP3Y3M9,Marca Amazon - find. Leggings Mujer,find.,Amazon,no,54,Ropa,1,Leggings para mujer,,,Ropa|Mujer|Leggings,https://www.amazon.es/dp/B01MY18U21?psc=1,Azul (Blue),38,12.9,En stock.,https://images-na.ssl-images-amazon.com/images/I/81QVYNo2giL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81fOzmT9%2B6L._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71i3RjPXSbL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/A1Y62kb%2BTdL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81JR%2BsO5RFL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/91WQJt-uk9L._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/817KD7TDqdL._AC_UL1500_.jpg
B07VWT6WDY,B07SQQS8G5,"Aibrou Sujetador Deportivo Mujer Push Up (1/2/3pack) con Almohadillas Extraíbles,Bra Deporte sin Costuras para Yoga/Fitness/Run/Ejercicio/USA de Diaria",Aibrou,Aibrou-EU,yes,66,Ropa,1,Sujetadores deportivos para mujer,,,Ropa|Mujer|Ropa deportiva|Ropa interior deportiva|Sujetadores deportivos,https://www.amazon.es/dp/B07VWT6WDY?psc=1,Estilo C : Negro+azul,S,18.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/710DCA4RdOL._AC_UL1500_.jpg
B07PNPM99K,B07PQCCCKQ,Aibrou 100% Algodón Pantalones Deportivos para Mujer Pantalones de Pijama Largos Primavera Verano Pantalón de Chándal con Bolsilpara Gimnasio Deportes Correr Jogging,Aibrou,HKJ-EU,yes,67,Ropa,3,Pantalones deportivos para mujer (Ropa,,,Ropa|Mujer|Ropa deportiva|Pantalones deportivos,https://www.amazon.es/dp/B07PNPM99K?psc=1,Azul#1,S,18.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/61ncBS5M1vL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61m4UxIAvQL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61Bg6HLh1EL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61uUTebJiKL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81Re277Uj6L._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81WVrZ2RYSL._AC_UL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61YH4erkSpL._AC_UL1500_.jpg
B07X3J2Z89,,"Rovtop 10 Pares Calcetines para Mujer y Hombre - Calcetines Termicos Mujer Invierno Divertidos Calcetines de Algodón, 5 Pares de Lindos Cachorros y 5 Pares de Macarons (Tubo Medio)",Rovtop,Zeweierweb,yes,68,Ropa,2,Calcetines cortos para mujer,,,Ropa|Mujer|Calcetines y medias|Calcetines|Calcetines cortos,https://www.amazon.es/dp/B07X3J2Z89?psc=1,,,13.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/71jYgQORvxL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61zHmHtmb-L._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/71FbLsYaPoL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61MRBjfNFfL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61KIeTtBa8L._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/51wRc0897CL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61iAOsfdCqL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/71F5LZKxdEL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61KLTw-B6RL._AC_SL1000_.jpg
B07PMXCJJX,B07Q6ZTKRP,"NHEIMA Pantalones de Sauna Adelgazantes Mujer NANOTECNOLOGÍA, Leggins Reductores Adelgazantes, Leggins Anticeluliticos Cintura Alta, Mallas Fitness Push Up para Deporte Running Yoga Gym",NHEIMA,For Your Sport,yes,264,Deportes y aire libre,4,Pantalones deportivos para mujer (Ropa,1,Pantalones de yoga para mujer,Ropa|Mujer|Ropa deportiva|Pantalones deportivos,https://www.amazon.es/dp/B07PMXCJJX?psc=1,Black03,2XL,24.99,En stock.,https://images-na.ssl-images-amazon.com/images/I/61I1B7LCqRL._AC_SL1300_.jpg|https://images-na.ssl-images-amazon.com/images/I/71H2rUCd88L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71JXHzOBGgL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71tUNzMkyFL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/518t8y-6n7L._AC_SL1001_.jpg|https://images-na.ssl-images-amazon.com/images/I/61xR0MZ2ngL._AC_SL1500_.jpg
B077QDGWX8,,Horus X - Gafas Gaming para Ordenador - Gafas Filtro Azul [90-95%] - Gafas Bloque Azul,Horus X,UpcyLink,yes,78,Ropa,48,Accesorios para tablets,15,Protección ocular,Ropa|Mujer|Accesorios|Gafas y accesorios,https://www.amazon.es/dp/B077QDGWX8?psc=1,,,24.9,En stock.,https://images-na.ssl-images-amazon.com/images/I/71oo4vUSWJL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61kNbQviRiL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81H5Gdxzj1L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71Jt27-T7qL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71Xs6zhsRPL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61x3qCtFLNL._AC_SL1333_.jpg|https://images-na.ssl-images-amazon.com/images/I/71GD8KRIXmL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71zdoF-Bw4L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/91Ns%2BLGkPiL._AC_SL1500_.jpg
B07JKW66KG,B07JKZT3DZ,2*Piezas Conjunto de Lencería Pijama Semi Transparente de Verano sin Mangas Picardías Atractivas Floral Encaje+Braguita,VicSec,fang xian,yes,79,Ropa,1,Saltos de cama y camisolas para mujer,,,Ropa|Mujer|Lencería y ropa interior|Saltos de cama y camisolas,https://www.amazon.es/dp/B07JKW66KG?psc=1,Negro,S,8.75,En stock.,https://images-na.ssl-images-amazon.com/images/I/51YvKqkE0WL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/51FxPgwbGqL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/51mEbuNh3LL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/514qkczVAWL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/61IMAqai1oL._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/61IrOMz1B4L._AC_UL1024_.jpg|https://images-na.ssl-images-amazon.com/images/I/61YpW7fNieL._AC_UL1001_.jpg
