product>>attributes,product>>brand,product>>currency,product>>date,product>>description,product>>images,product>>name,product>>price,product>>sku,product>>url,product>>variations
WOMEN|Shirts & Blouses|Flounced Top|WOMEN|Everyday Fashion|Shirts & Blouses|Flounced Top|WOMEN|Shirts & Blouses|Blouses|Flounced Top|WOMEN|Tops|Short Sleeve|Flounced Top|WOMEN|Everyday Fashion|Tops|Flounced Top|WOMEN|Tops|Flounced Top|WOMEN|Gifts for Her |Flounced Top|MEN|Gifts for Her|Flounced Top|WOMEN|Everyday Fashion|Flounced Top|WOMEN,H&M,USD,2018-01-19T00:57:25.243Z,Top in airy fabric with a small ruffled collar and opening at back of neck with a button. Short sleeves with flounces. Seam at hem and wide flounce at one side.,"http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9RZ_0230_009R.jpg]&set=key[rotate],value[0]&set=key[width],value[3857]&set=key[height],value[4510]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20002%2066%202176.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20002%2066%202176.jpg]&set=key[rotate],value[0]&set=key[width],value[1255]&set=key[height],value[1467]&set=key[x],value[1232]&set=key[y],value[99]&set=key[type],value[DETAIL]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9RZ_0228_016R.jpg]&set=key[rotate],value[0]&set=key[width],value[3784]&set=key[height],value[4424]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20001%2066%202174.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20001%2066%202174.jpg]&set=key[rotate],value[0]&set=key[width],value[2112]&set=key[height],value[2470]&set=key[x],value[2068]&set=key[y],value[1339]&set=key[type],value[DETAIL]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9RZ_0234_011R.jpg]&set=key[rotate],value[0]&set=key[width],value[3909]&set=key[height],value[4570]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20004%2055%202636.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20004%2055%202636.jpg]&set=key[rotate],value[0]&set=key[width],value[1343]&set=key[height],value[1571]&set=key[x],value[1798]&set=key[y],value[2299]&set=key[type],value[DETAIL]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9RZ_0306_003R.jpg]&set=key[rotate],value[0]&set=key[width],value[3948]&set=key[height],value[4616]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20005%2066%202175.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200548479%20005%2066%202175.jpg]&set=key[rotate],value[0]&set=key[width],value[1254]&set=key[height],value[1466]&set=key[x],value[1293]&set=key[y],value[106]&set=key[type],value[DETAIL]&set=key[hmver],value[2]&call=url[file:/product/full]",Flounced Top,9.99,81130,http://www.hm.com/us/product/81130,Dark green|Black/floral|Natural white|Black
WOMEN|Shirts & Blouses|Georgette Blouse|WOMEN|Everyday Fashion|Shirts & Blouses|Georgette Blouse|WOMEN|Shirts & Blouses|Blouses|Georgette Blouse|WOMEN|Gifts for Her |Georgette Blouse|MEN|Gifts for Her|Georgette Blouse|WOMEN|Everyday Fashion|Georgette Blouse|WOMEN,H&M,USD,2018-01-19T00:57:29.077Z,"V-neck blouse in georgette. Opening and button at back of neck, decorative gathers at top, and gathered, 3/4-length sleeves.","http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9UZ_0505_001R.jpg]&set=key[rotate],value[0]&set=key[width],value[3559]&set=key[height],value[4161]&set=key[x],value[0]&set=key[y],value[-10]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200594618%20001%2055%202524.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[2]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200594618%20001%2055%202524.jpg]&set=key[rotate],value[0]&set=key[width],value[1817]&set=key[height],value[2125]&set=key[x],value[1461]&set=key[y],value[22]&set=key[type],value[DETAIL]&set=key[hmver],value[2]&call=url[file:/product/full]",Georgette Blouse,4.99,82801,http://www.hm.com/us/product/82801,Bright red
WOMEN|Shirts & Blouses|Patterned Blouse|WOMEN|Everyday Fashion|Shirts & Blouses|Patterned Blouse|WOMEN|Shirts & Blouses|Blouses|Patterned Blouse|WOMEN|Gifts for Her |Patterned Blouse|MEN|Gifts for Her|Patterned Blouse|WOMEN|Everyday Fashion|Patterned Blouse|WOMEN,H&M,USD,2018-01-19T00:57:32.413Z,"Straight-cut blouse in woven fabric with a printed pattern. Small stand-up collar, concealed buttons at front, and long sleeves with cuffs.","http://lp.hm.com/hmprod?set=key[source],value[/environment/2018/10A_0376_023R.jpg]&set=key[rotate],value[0]&set=key[width],value[3620]&set=key[height],value[4232]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200616835%20006%2066%205001.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200616835%20006%2066%205001.jpg]&set=key[rotate],value[0]&set=key[width],value[1253]&set=key[height],value[1465]&set=key[x],value[1339]&set=key[y],value[103]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2018/10A_0375_013R.jpg]&set=key[rotate],value[0]&set=key[width],value[3768]&set=key[height],value[4406]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200616835%20004%2066%205002.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200616835%20004%2066%205002.jpg]&set=key[rotate],value[0]&set=key[width],value[1185]&set=key[height],value[1385]&set=key[x],value[1372]&set=key[y],value[120]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2018/10A_0378_016R.jpg]&set=key[rotate],value[0]&set=key[width],value[3369]&set=key[height],value[3939]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200616835%20005%2066%203616.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[3]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200616835%20005%2066%203616.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[1161]&set=key[height],value[1358]&set=key[x],value[1359]&set=key[y],value[131]&set=key[type],value[DETAIL]&set=key[hmver],value[3]&call=url[file:/product/full]",Patterned Blouse,9.99,95201,http://www.hm.com/us/product/95201,Black/floral|Black/patterned|Light blue/patterned
WOMEN|Tops|Short-sleeved Top|WOMEN|Tops|Short Sleeve|Short-sleeved Top|WOMEN|Everyday Fashion|Tops|Short-sleeved Top|WOMEN|Everyday Fashion|Shirts & Blouses|Short-sleeved Top|WOMEN|Shirts & Blouses|Blouses|Short-sleeved Top|WOMEN|Gifts for Her |Short-sleeved Top|MEN|Gifts for Her|Short-sleeved Top|WOMEN|Everyday Fashion|Short-sleeved Top|WOMEN|Shirts & Blouses|Short-sleeved Top|WOMEN,H&M,USD,2018-01-19T00:57:36.330Z,Top in woven rustle fabric with gathered seams at front. Opening at back of neck with button and short puff sleeves.,"http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9UZ_0504_001R.jpg]&set=key[rotate],value[0]&set=key[width],value[3495]&set=key[height],value[4087]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200599903%20001%2055%201340.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200599903%20001%2055%201340.jpg]&set=key[rotate],value[0]&set=key[width],value[1357]&set=key[height],value[1586]&set=key[x],value[1046]&set=key[y],value[56]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]",Short-sleeved Top,9.99,90149,http://www.hm.com/us/product/90149,Black
WOMEN|Cardigans & Sweaters|Fine-knit Sweater|WOMEN|Everyday Fashion|Tops|Fine-knit Sweater|WOMEN|Knitwear|Sweaters|Fine-knit Sweater|WOMEN|Cardigans & Sweaters|Pullovers|Fine-knit Sweater|WOMEN|Clothing|Fine-knit Sweater|WOMEN|Knitwear|Fine-knit Sweater|WOMEN|Everyday Fashion|Fine-knit Sweater|WOMEN,H&M,USD,2018-01-19T00:57:40.248Z,"Wide-cut sweater in a soft, fine knit with wool content. Dropped shoulders, long sleeves, and ribbing at neckline, cuffs, and hem.","http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200519749%20004%2055%200717.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200519749%20004%2055%200717.jpg]&set=key[rotate],value[0]&set=key[width],value[1660]&set=key[height],value[1941]&set=key[x],value[700]&set=key[y],value[84]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2018/10K_0372_027R.jpg]&set=key[rotate],value[0]&set=key[width],value[4045]&set=key[height],value[4730]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20040%2066%203078.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20040%2066%203078.jpg]&set=key[rotate],value[0]&set=key[width],value[2044]&set=key[height],value[2390]&set=key[x],value[740]&set=key[y],value[70]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200519749%20007%2055%201279.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200519749%20007%2055%201279.jpg]&set=key[rotate],value[0]&set=key[width],value[1610]&set=key[height],value[1883]&set=key[x],value[868]&set=key[y],value[94]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2018/10K_0369_003R.jpg]&set=key[rotate],value[0]&set=key[width],value[4064]&set=key[height],value[4751]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20049%2066%203893.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200519749%20021%2055%201114.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200519749%20021%2055%201114.jpg]&set=key[rotate],value[0]&set=key[width],value[1675]&set=key[height],value[1958]&set=key[x],value[637]&set=key[y],value[71]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/10G_0736_014R.jpg]&set=key[rotate],value[0]&set=key[width],value[4093]&set=key[height],value[4786]&set=key[x],value[0]&set=key[y],value[-12]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20048%2066%204351.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2018/10G_0836_013R.jpg]&set=key[rotate],value[0]&set=key[width],value[3416]&set=key[height],value[3995]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20051%2066%203894.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20036%2066%204508.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20036%2066%204508.jpg]&set=key[rotate],value[0]&set=key[width],value[1516]&set=key[height],value[1773]&set=key[x],value[1338]&set=key[y],value[103]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20038%2000%201685.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20038%2000%201685.jpg]&set=key[rotate],value[0]&set=key[width],value[1670]&set=key[height],value[1952]&set=key[x],value[1137]&set=key[y],value[127]&set=key[type],value[DETAIL]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/12J_0035_016R.jpg]&set=key[rotate],value[0]&set=key[width],value[3416]&set=key[height],value[3994]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20046%2066%204206.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20046%2066%204206.jpg]&set=key[rotate],value[0]&set=key[width],value[1297]&set=key[height],value[1517]&set=key[x],value[1873]&set=key[y],value[154]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20039%2066%203994.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20039%2066%203994.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[1621]&set=key[height],value[1896]&set=key[x],value[1005]&set=key[y],value[101]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20037%2066%203141.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[3]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20037%2066%203141.jpg]&set=key[rotate],value[0]&set=key[width],value[1495]&set=key[height],value[1748]&set=key[x],value[1027]&set=key[y],value[131]&set=key[type],value[DETAIL]&set=key[hmver],value[3]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20047%2066%203744.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200519749%20047%2066%203744.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[1749]&set=key[height],value[2045]&set=key[x],value[979]&set=key[y],value[138]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]",Fine-knit Sweater,19.99,70139,http://www.hm.com/us/product/70139,Gray|Green melange|Light blue|Purple melange|Dark blue/white striped|Apricot/color-block|Pink melange|Gray|Turquoise|White/black striped|Orange|Black/white striped|Cornflower blue/white striped
WOMEN|Cardigans & Sweaters|Fine-knit Sweater|WOMEN|Everyday Fashion|Tops|Fine-knit Sweater|WOMEN|Knitwear|Sweaters|Fine-knit Sweater|WOMEN|Cardigans & Sweaters|Pullovers|Fine-knit Sweater|WOMEN|Clothing|Fine-knit Sweater|WOMEN|Knitwear|Fine-knit Sweater|WOMEN|Everyday Fashion|Fine-knit Sweater|WOMEN,H&M,USD,2018-01-19T00:57:47.894Z,"Wide-cut sweater a soft, fine knit with wool content. V-neck, dropped shoulders, and long sleeves. Wide ribbing at cuffs and hem.","http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20001%2055%200714.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20001%2055%200714.jpg]&set=key[rotate],value[0]&set=key[width],value[1602]&set=key[height],value[1873]&set=key[x],value[757]&set=key[y],value[67]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20004%2055%200716.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20004%2055%200716.jpg]&set=key[rotate],value[0]&set=key[width],value[1593]&set=key[height],value[1863]&set=key[x],value[807]&set=key[y],value[66]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20005%2055%200715.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20005%2055%200715.jpg]&set=key[rotate],value[0]&set=key[width],value[1587]&set=key[height],value[1856]&set=key[x],value[760]&set=key[y],value[88]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9NS_0082_001R.jpg]&set=key[rotate],value[0]&set=key[width],value[3621]&set=key[height],value[4233]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20007%2055%201675.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/F00%200535488%20007%2055%201675.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[1491]&set=key[height],value[1743]&set=key[x],value[876]&set=key[y],value[53]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9YZ_0071_007R.jpg]&set=key[rotate],value[0]&set=key[width],value[3964]&set=key[height],value[4634]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20009%2066%204589.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20009%2066%204589.jpg]&set=key[rotate],value[0.05]&set=key[width],value[1563]&set=key[height],value[1827]&set=key[x],value[1002]&set=key[y],value[130]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/9YZ_0072_019R.jpg]&set=key[rotate],value[0]&set=key[width],value[3770]&set=key[height],value[4408]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20010%2066%203858.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20010%2066%203858.jpg]&set=key[rotate],value[0]&set=key[width],value[1495]&set=key[height],value[1748]&set=key[x],value[1257]&set=key[y],value[151]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20012%2066%203107.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20012%2066%203107.jpg]&set=key[rotate],value[0]&set=key[width],value[1264]&set=key[height],value[1478]&set=key[x],value[750]&set=key[y],value[109]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/10K_0193_022R.jpg]&set=key[rotate],value[0]&set=key[width],value[3485]&set=key[height],value[4075]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20014%2066%203175.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20014%2066%203175.jpg]&set=key[rotate],value[0]&set=key[width],value[1427]&set=key[height],value[1669]&set=key[x],value[1130]&set=key[y],value[154]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/environment/2017/10K_0192_006R.jpg]&set=key[rotate],value[0]&set=key[width],value[3321]&set=key[height],value[3884]&set=key[x],value[0]&set=key[y],value[-1]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20011%2066%203174.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20011%2066%203174.jpg]&set=key[rotate],value[0.05]&set=key[width],value[1368]&set=key[height],value[1600]&set=key[x],value[1128]&set=key[y],value[133]&set=key[type],value[DETAIL]&set=key[hmver],value[1]&call=url[file:/product/full]|http://lp.hm.com/hmprod?set=key[source],value[/model/2017/G00%200535488%20020%2066%202801.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&set=key[hmver],value[1]&call=url[file:/product/full]",Fine-knit Sweater,19.99,71603,http://www.hm.com/us/product/71603,Beige melange|Gray melange|Dark green melange|Blue-gray|Bright red|Light blue melange|Emerald green|Light gray melange|Dark gray melange|Black
